,ID,Input,Augment
4663,1468876828,It's snowing in April? I'll never get to go out and run around,Does it snow in April? I can never go out and run
130387,1835302115,Damn workin 13 hrs really eff my body up,Fucking work 13 hours really my body
383587,2053226575,wants to go to school on monday  http://plurk.com/p/ysx1m,wants to go to school Monday http://plurk.com/p/ysx1m
886251,1686684899,"Yeah i just cleaned my room, and now im going to watch reruns of the x-files and eat some chokolatecake  great sunday!","Yeah, I just cleaned my room, and now I'm going to watch the reruns of the X-Files and eat chokolatecake great on Sunday!"
1300422,2006626749,Excited to view the 6 North Lofts today! If all goes well this could be our apartment for the next couple of years,"Excited to see the 6 North Lofts today! If everything is going well, it could be our apartment for the next two years"
1338129,2017959175,@jmuscara I think it would be much easier to just find some friends with kids and do it to them instead.,@jmuscara I think it would be much easier to find friends with children and do it instead.
138483,1880570658,@groovyger That's probably my fault,@grooovyger is probably my fault
1163842,1979708417,"Hit the lights is freaking amazing, gonna go leepies now, goodnight! ","Hit the lights, it's incredible, will make lépies now, good night!"
1244782,1994891825,@leonwolf wow - who knew peonies were so interesting?,@Leonwolf wow - Who knew that the peonies were so interesting?
1133318,1976153752,@kaidencassidy hiiiiiiiiiiii dadddyyyyy,@Kaidassidy hiiiiiiiiiiiiii Papaddyyyy
1267170,1999801624,@Alyssa_Milano Awesome. Sounds like a winner. Tweet from the set?? Cool idea! Can't wait.,@Alyssa_milano brilliant. It looks like a winner. Tweet of the whole ?? Cool idea! I look forward.
1447221,2062594942,@elishacuthbert Do let us know when you are here in New York. I'm sure the sun will shine for ya.,@elishacuthbert let us know when you are here in New York. I'm sure the sun will shine for you.
99611,1793678387,has ap human geography tomorrow,A AP Human Geography tomorrow
100498,1794010375,"@thoroughlygood About Ralphie-Walphie? Yes and no. Disappointed on Tuesday - the only qualifiers I liked were Malta, Turkey and Romania ","@thoroughlygood on Ralphie-Walphie? Yes and no. Disappointed Tuesday - the only qualifiers I loved were Malta, Turkey and Romania"
1019764,1882249841,DH brought me home a Mocha this morning.....he loves me.,DH brought me home a mocha this morning ... He loves me.
349880,2017398620,"Called in to work. Buh bye, Plans. ","Called to work. Buh Bye, plans."
480220,2179166941,"Well i've got my new computer, but i just dont know what to do with it...its just sitting there in the bedroom...feeling unloved ","Well, I have my new computer, but I don't know what to do with it ... It's just sitting there in the room ... I feel unloved"
1342988,2039654384,@markhoppus I say ....just give me 2 tickets   &lt;33,@markhoppus I say ... give me just 2 tickets & lt; 33
1359019,2048347965,@trichromacity got it  how are you holding up?,@Trichromacity got it how do you get?
1340985,2031179664,@mariodaily thanks,@MariDaily thank you
690128,2251934979,I slept to 1.40 PM today.... Then my dad woke me up,I slept until 1:40 p.m. today ... So my father woke me up
1025593,1883538311,Listening to Pink,Pink
366084,2048716322,awww anyone remember that show higher ground  I LOVED IT im tryin to find it on dvd if ne one knows are i can let me know please,"Awww everyone remembers this superior show, I loved it, I try to find it on DVD if I know that I can let myself know"
1225186,1990655200,Another week begins! I hope I'm employed for the entirety of it.,Another week begins! I hope I am employed for all.
1239154,1993475208,lush afternoon lots of sun bathing in the park with my mateys...got quite a good tan,Luxuri afternoon
509920,2189528393,I am bored!! I am thinking about the one person that i really like but the problem is they dont like me,I am bored!! I think of the only person I really like but the problem is that they don't like me
1237490,1993039339,"@IGetsBusy514 You need to take a cue from me, just smile ","@ Getsbusy514 you have to get inspired by me, smile just"
394214,2055583151,"want to go to sleep because im tired and sick ... and voice is gone so caant sing , could it get any wose i believe it can (bohoo!) ","I want to fall asleep because I am tired and sick ... And the voice left so song, could she observe that I think it can (Bohoo!)"
1444277,2062238676,@cookingwithtj - yippee!!  Enjoy,@cookingwithtj - yippee !! Enjoy
1159290,1979335839,@chocolateKaddy ... Yeah...we'll try it in two weeks again... It will be amaziiiiing  Love you ?,@Chocolatekaddy ... Yeah ... We will try it in two weeks again ... Will it be Amaziiiiing you like?
182116,1967060868,@tknokitten I'm sorry to hear that,"@tknokitten, I'm sorry to hear that"
1193780,1984328224,oooh &quot;Over-Ripe&quot; i like the sounds behind this,oooh & quot; too ripe & quot; I like sounds behind that
1189327,1983502506,@smore12 I think you're right,@ Smore12 I think you are right
1482808,2067336295,"@_Lisa_in_NC Watch a movie, hang out with me, chat, listen to music, read a book! Eat? All good choices ","@_Lisa_in_nc watch a movie, spend time with me, chat, listen to music, read a book! Eat? All good choices"
1298577,2005200815,@amelialeow Haha. Welcome,@amelialeow haha. Welcome
799480,2329001169,@LoveandLabels she just passed away this morning  sooo sad! the OG charlie's angel!,@Loveandlabels she just died this morning so sad this morning! The angel of the OG Charlie!
5969,1469245383,@angelajames Oh no! I hope it's minor &amp; easily/cheaply fixed.,@Angelajames oh no! I hope it's minor & amp; Easily / inexpensive.
1317032,2014221394,@vetamandra @tuxer @bocahmiring thanks! Nice info,@vetamandra @tuxer @bocahmiring thank you! Nice information
345771,2015993875,I have to admit I'm a little nervous about making my sandwich in front of a camera  #oscarmayer,I must admit that I am a little nervous at the idea of ​​making my sandwich in front of a #OScarmayer camera
1220376,1990042732,"Need to send emails to 100,000  contacts? Check out EmailUnlimited on http://www.4officeautomation.com ","Need to send emails to 100,000 contacts? See Emailunlimited on http://www.4officeautomation.com"
266270,1988959257,I can't believe I have to wait until November  This SUCKS,I cannot believe that I must wait until November that it fears
1265944,1999550494,Love back atcha! And. . . Lets get loud! @pink &amp; @hartluck are gonna rule it tomoz!,Like Back Atcha! And. . . Allows you to become strong! @Pink & amp; @hartluck will govern it Tomoz!
627260,2230869787,@elizabethjanney Liz.. the books never made it.  I'm bummed. I feel bad that you bought them though and now they're lost.,@elizabethjany liz .. Books have never done so. I'm disappointed. I feel bad that you bought them and now they are lost.
910827,1751749172,my new phrase is 'you never doubt mo williams'   six game win streak!,"My new sentence is ""you never doubt Mo Williams"" to six game victories!"
493487,2184620410,@MissFredi But I feel so constanly ill  @Davina_Morris,@Missfredi but I feel so constant bad @davina_morris
1372446,2051250870,"@ntinaz @Ltkalander thank you for joining me for cocktails at AZ88! had a FAB time! II Oh No, kind sir, Thank YOU. ","@ntinaz @ltkalander thank you for joining me for the cocktails at AZ88! We had a fabulous time! II Oh no, nice sir, thank you."
1231853,1991849975,@polaroidgirl Yay! Time capsules are so much fun ... I love to be reminded of last year's photos.,@Polaroidgirl Yay! The temporal capsules are so fun ... I love to remember the photos of last year.
546520,2201788352,@Rachelle_Lefevr I wish u were coming to the convention in Chicago,@Rachelle_lefevr I want you to come to the agreement in Chicago
1040251,1956926000,@mexgoddess66 you're tweetin at the plum  lol,@ mexgoddess66 you tweetin with plum lol
1312121,2013579935,man i want to put every new beat i make up on the web but itll make me even more happy when all the songs come out!  our album's a hit!!!,"Dude, I want to put every new rhythm that I compose on the web, but it will make me even happier when all the songs come out! Our album is a success !!!"
76122,1695475931,@theTVaholic  I gave up on IPS 1st season,@Thetvaholic I abandoned the 1st IPS season
74020,1694687183,@wsteTMEchsnMAC yea im fine..shld be studyin for a math test 2morrow but seriously cannot be bothered =P...i hope mac never quits utube,@wstetmechsnmac yes I'm fine ...
1351416,2045986234,Incredible tool for song identification. Perfect for people like me who don't have a memory for artist/song names   http://twurl.nl/5cgjiz,Incredible tool for identifying songs. Perfect for people like me who have no memory for the names of artists/songs http://twurl.nl/5cgjiz
192225,1969807360,@mileycyrus dont feel to  miley we all feel sad at some times dont let it get u down.u r my role model nd i look up 2 u a lot. luv u lots,"@Milecyyrus do not feel Miley, we all feel sad at certain times do not let you shoot down. Luv u"
1110495,1972065322,whaddup saturday!? what do you have in store for me?,Whaddup Saturday!? What do you have in store for me?
1215046,1989505519,@snookphotograph Hi Chris! It's going to be on 21st June. There is a theme this time which I will announce soon,@SnookPhotograph Hi Chris! It's going to be June 21. There is a theme this time that I announce soon
539211,2199353784,@cassiegirl07 oh no  if i lived in the states we could go together lol,"@ Cassiegirl07 oh no if I lived in the United States, we could go together lol"
1590031,2191327067,is going to head home now... Mommy Dearest is waiting with dinner!  Bringing a cute lil birdie home...,Go get home now ... Dear mom is waiting with dinner! Bring back a nice little birdie at home ...
545308,2201392401,Help meee with matrices.,Help me with matrices.
78112,1751198484,Damn...Penguins got a quick goal at the end of an OT power play; they now lead the series 3-2.,Shit ... Penguins obtained a quick goal at the end of an OT power game; They now run the 3-2 series.
1125215,1974809184,Aiden nooooo! Diversity to win!,Aiden Noooooo! Diversity to win!
610512,2224189238,I'm at work impatiently waiting for lunch time. Hoping I don't starve to death by then. I skipped breakfast.,I look forward to lunchtime. Hoping that I will not die from hunger to death. I jumped breakfast.
972534,1832596451,@ChanelBlueSatin stylish!  Its 5am here... I have no idea how or why I'm still up!,@Chanelblueatin Elegant! His 5 am here ... I don't know how or why I'm still standing!
